,name,symbol,quote.USD.market_cap,date_added
1098,Ambire Wallet,WALLET,10764310.26175286,2022-01-29T15:50:16.000Z
1099,Choise.com,CHO,10748345.854693163,2022-03-24T03:42:42.000Z
1100,Islamic Coin,ISLM,10700791.464986403,2023-10-12T04:42:53.000Z
1101,Everdome,DOME,10694920.749641934,2021-12-23T16:34:38.000Z
1102,Bridge Oracle,BRG,10658430.985214286,2020-09-18T00:00:00.000Z
1103,Netvrk,NETVR,10605795.98290034,2021-05-20T00:00:00.000Z
1104,Script Network,SCPT,10571527.57206975,2021-10-11T19:33:22.000Z
1105,Comtech Gold,CGO,10567501.128480889,2022-05-23T15:26:29.000Z
1106,HUSD,HUSD,10538366.990327368,2019-10-15T00:00:00.000Z
1107,Portugal National Team Fan Token,POR,10528846.501717012,2021-09-01T06:49:29.000Z
1108,NFTX,NFTX,10507055.1110667,2021-01-06T00:00:00.000Z
1109,dAppstore,DAPPX,10471890.084850013,2021-06-09T00:00:00.000Z
1110,Bitcoin Atom,BCA,10466823.101120155,2018-01-12T00:00:00.000Z
1111,Suiswap,SSWP,10442857.571544196,2023-06-13T13:05:17.000Z
1112,OpenOcean,OOE,10441378.976388196,2021-05-19T00:00:00.000Z
1113,Orbcity,ORB,10402844.532774728,2022-03-15T20:06:15.000Z
1114,Effect Network,EFX,10399162.22549848,2018-04-23T00:00:00.000Z
1115,GAMEE,GMEE,10389104.233155029,2021-04-02T00:00:00.000Z
1116,MahaDAO,MAHA,10384580.28304923,2020-12-17T00:00:00.000Z
1117,Shina Inu,SHI,10323963.501614003,2022-04-25T03:16:31.000Z
1118,BitKan,KAN,10230462.60996999,2018-07-30T00:00:00.000Z
1119,BABB,BAX,10159941.611486593,2018-03-09T00:00:00.000Z
1120,Robonomics.network,XRT,10148539.855053164,2019-10-07T00:00:00.000Z
1121,BlueMove,MOVE,10088007.96839961,2023-02-14T03:21:38.000Z
1122,Rain Coin,RAIN,10082341.640968619,2024-02-09T04:39:54.000Z
1123,Matr1x Fire,FIRE,10047136.215288263,2024-02-02T09:15:31.000Z
1124,Geeq,GEEQ,10041717.595895547,2020-08-04T00:00:00.000Z
1125,Bitcoin XT,BTCXT,10038570.151897632,2020-04-27T00:00:00.000Z
1126,Pluton,PLU,10013555.864788802,2016-09-17T00:00:00.000Z
1127,STFX,STFX,9976388.662522173,2023-01-24T05:21:37.000Z
1128,NEST Protocol,NEST,9966131.451378077,2020-07-14T00:00:00.000Z
1129,Hillstone Finance,HSF,9947015.693022672,2022-01-07T03:29:29.000Z
1130,Origin Dollar,OUSD,9948401.182662718,2020-09-27T00:00:00.000Z
1131,Trabzonspor Fan Token,TRA,9983755.960145691,2020-11-10T00:00:00.000Z
1132,Blockchain Brawlers,BRWL,9911172.50930556,2022-03-30T14:06:07.000Z
1133,ShareToken,SHR,9848567.054845195,2019-11-26T00:00:00.000Z
1134,Amulet,AMU,9847412.181723893,2024-01-26T09:46:57.000Z
1135,Thetan World,THG,9774628.891029699,2021-09-16T17:25:22.000Z
1136,BigONE Token,ONE,9764576.821408663,2017-12-30T00:00:00.000Z
1137,PKT,PKT,9762518.650927303,2021-05-01T00:00:00.000Z
1138,Unisocks,SOCKS,9706382.045282839,2020-09-18T00:00:00.000Z
1139,Linker Coin,LNC,9675260.772451384,2018-04-25T00:00:00.000Z
1140,SHOPX,SHOPX,9657975.188731765,2021-03-31T00:00:00.000Z
1141,MongCoin,$MONG,9589711.641729461,2023-04-28T06:50:35.000Z
1142,Celo Euro,CEUR,9579295.219252506,2021-04-28T00:00:00.000Z
1143,Lithium,LITH,9577826.230221447,2021-06-20T00:00:00.000Z
1144,Ispolink,ISP,9552655.1293795,2021-05-17T00:00:00.000Z
1145,Chirpley,CHRP,9538551.162499662,2022-09-06T10:54:08.000Z
1146,AI Analysis Token,AIAT,9500265.859845607,2024-01-18T07:54:17.000Z
1147,EML Protocol,EML,9490814.555103682,2023-06-20T10:29:51.000Z
1148,Minted,MTD,9406042.911460271,2022-08-17T07:35:41.000Z
1149,ritestream,RITE,9376470.565671736,2022-02-24T10:20:47.000Z
1150,Mancium,MANC,9293872.521514269,2022-04-20T02:50:04.000Z
1151,Ferro,FER,9276971.423129456,2022-06-22T15:31:24.000Z
1152,Flamengo Fan Token,MENGO,9256672.45655141,2021-10-26T13:41:45.000Z
1153,Shyft Network,SHFT,9240950.832851453,2021-03-23T00:00:00.000Z
1154,Muse,MUSE,9228504.747732427,2020-11-29T00:00:00.000Z
1155,ScPrime,SCP,9210530.716062205,2020-02-13T00:00:00.000Z
1156,Super Trump,STRUMP,9187951.385674132,2024-02-27T11:50:01.000Z
1157,MASQ,MASQ,9175807.957081482,2021-02-02T00:00:00.000Z
1158,Tamadoge,TAMA,9103613.891888166,2022-09-27T18:02:56.000Z
1159,BreederDAO,BREED,9081471.275393745,2022-04-22T10:27:28.000Z
1160,ChangeNOW Token,NOW,9006123.502695236,2019-04-29T00:00:00.000Z
1161,GensoKishi Metaverse,MV,8990490.282180088,2022-01-28T06:19:42.000Z
1162,Kunci Coin,KUNCI,8972227.290793534,2022-02-21T05:21:21.000Z
1163,Dechat,DECHAT,8902902.371377213,2024-02-29T04:36:42.000Z
1164,Darwinia Network,RING,8821806.56431536,2020-07-02T00:00:00.000Z
1165,Umbrella Network,UMB,8799478.980491731,2021-02-09T00:00:00.000Z
1166,Omax Coin,OMAX,8746982.232192274,2021-11-05T05:32:20.000Z
1167,Obyte,GBYTE,8728009.144873602,2016-12-27T00:00:00.000Z
1168,BitForex Token,BF,8693696.59847986,2019-08-30T00:00:00.000Z
1169,Soil,SOIL,8687315.342188375,2023-10-11T10:31:32.000Z
1170,Efinity Token,EFI,8656472.986603793,2021-03-29T00:00:00.000Z
1171,Pintu Token,PTU,8638120.82213171,2021-11-09T14:27:20.000Z
1172,ColossusXT,COLX,8602961.166110655,2017-09-29T00:00:00.000Z
1173,Wicrypt,WNT,8592630.474063592,2021-09-05T20:30:27.000Z
1174,Buying.com,BUY,8592285.48816792,2021-09-07T19:22:55.000Z
1175,AS Roma Fan Token,ASR,8580740.866213165,2020-02-13T00:00:00.000Z
1176,Pomerium,PMG,8581601.907480191,2023-03-22T15:26:58.000Z
1177,Era Swap,ES,8553713.704064382,2019-10-31T00:00:00.000Z
1178,Real Smurf Cat (ETH),SMURFCAT,8500459.763355661,2023-09-19T09:55:34.000Z
1179,Thena,THE,8484626.222127296,2023-01-28T21:22:17.000Z
1180,dHedge DAO,DHT,8462181.225483913,2020-09-17T00:00:00.000Z
1181,KLEVA Protocol,KLEVA,8385893.845712191,2022-07-25T15:56:35.000Z
1182,Dacxi,DACXI,8381914.552466754,2021-06-09T00:00:00.000Z
1183,DappRadar,RADAR,8383230.601885875,2021-11-25T18:40:38.000Z
1184,Gracy,GRACY,8377905.545346278,2021-10-08T09:55:36.000Z
1185,Blink Galaxy,GQ,8382453.084051988,2021-12-15T02:13:21.000Z
1186,Gameswap,GSWAP,8352608.739153359,2020-11-04T00:00:00.000Z
1187,Aether Games,AEG,8352099.572279676,2022-01-25T01:56:33.000Z
1188,Divi,DIVI,8321096.701869408,2018-10-12T00:00:00.000Z
1189,Lovely Inu Finance,LOVELY,8319050.325275841,2021-10-06T01:12:03.000Z
1190,MagicCraft,MCRT,8307340.244473423,2021-12-07T06:40:50.000Z
1191,Venus LTC,vLTC,8287211.698892904,2020-12-12T00:00:00.000Z
1192,Humanode,HMND,8265525.661442606,2023-03-30T15:02:38.000Z
1193,Receive Access Ecosystem,RAE,8194743.584892454,2020-02-17T00:00:00.000Z
1194,DeHub,DHB,8168652.425328984,2021-09-01T20:42:38.000Z
1195,DOSE,DOSE,8152415.1301220115,2021-10-05T02:31:00.000Z
1196,UFC Fan Token,UFC,8144925.396133948,2021-09-01T07:00:15.000Z
1197,GoChain,GO,8119941.326073364,2018-06-13T00:00:00.000Z
1198,LootBot,LOOT,8031288.036965082,2023-07-17T12:27:55.000Z
1199,SELO+,SELO,8017081.097622899,2023-11-21T07:43:16.000Z
1200,Zenon,ZNN,7985129.781390028,2019-06-12T00:00:00.000Z
1201,Hydranet,HDN,7970277.394971294,2022-04-21T17:17:29.000Z
1202,Algebra,ALGB,7914806.90894535,2021-10-25T23:18:37.000Z
1203,REV3AL,REV3L,7894614.556120436,2022-06-10T09:38:22.000Z
1204,Green Shiba Inu [New],GINUX,7828527.604496781,2021-06-14T00:00:00.000Z
1205,STAT,STAT,7810811.444602882,2022-07-27T14:53:36.000Z
1206,ZKBase,ZKB,7783145.027712308,2021-01-07T00:00:00.000Z
1207,X World Games,XWG,7738909.490216536,2021-04-27T00:00:00.000Z
1208,analoS,ANALOS,7725563.80884546,2023-12-22T04:34:24.000Z
1209,Presearch,PRE,7711301.826896257,2017-12-05T00:00:00.000Z
1210,XeniosCoin,XNC,7704919.705667393,2019-12-19T00:00:00.000Z
1211,Bitrue Coin,BTR,7699818.90729898,2019-07-25T00:00:00.000Z
1212,Govi,GOVI,7676275.151448376,2021-02-05T00:00:00.000Z
1213,WHALE,WHALE,7623936.76271119,2020-08-24T00:00:00.000Z
1214,King DAG,KDAG,7530554.015535828,2020-05-26T00:00:00.000Z
1215,EverRise,RISE,7530206.33977743,2021-06-21T00:00:00.000Z
1216,XELS,XELS,7479796.273221773,2022-01-06T17:44:29.000Z
1217,Anchor Protocol,ANC,7462872.152266469,2021-03-17T00:00:00.000Z
1218,Blocery,BLY,7392528.70744923,2020-08-07T00:00:00.000Z
1219,RFOX,RFOX,7393788.006882905,2020-11-12T00:00:00.000Z
1220,Kommunitas,KOM,7251166.411802362,2021-08-03T00:00:00.000Z
1221,Napoli Fan Token,NAP,7125706.3868762525,2021-11-24T17:25:40.000Z
1222,DAD,DAD,7138865.922901193,2019-10-31T00:00:00.000Z
1223,Pallapay,PALLA,7135507.9402324855,2021-06-26T00:00:00.000Z
1224,Verse,VERSE,7131908.37371809,2022-12-09T08:19:17.000Z
1225,LitLab Games,LITT,7102692.611152756,2023-05-15T03:44:37.000Z
1226,Zynecoin,ZYN,7090999.896439198,2020-07-07T00:00:00.000Z
1227,Klaydice,DICE,7080769.475381696,2022-08-03T04:08:38.000Z
1228,B-cube.ai,BCUBE,7056789.276808762,2021-05-04T00:00:00.000Z
1229,WhiteCoin,XWC,7055723.895162721,2014-04-18T00:00:00.000Z
1230,Diamond,DMD,7041511.776408584,2013-12-19T00:00:00.000Z
1231,BOSagora,BOA,7032035.731452209,2019-08-05T00:00:00.000Z
1232,Wownero,WOW,7018032.941971617,2020-05-25T00:00:00.000Z
1233,BLOCX.,BLOCX,7032173.285105536,2023-10-10T05:38:24.000Z
1234,Cryowar,CWAR,7000830.730982023,2021-10-14T08:48:55.000Z
1235,Permission Coin,ASK,6980423.862350161,2020-09-18T00:00:00.000Z
1236,Bitcoin 2,BTC2,6972895.012266097,2019-05-28T00:00:00.000Z
1237,QuadrantProtocol,EQUAD,6940240.808798701,2018-12-04T00:00:00.000Z
1238,Sylo,SYLO,6911783.264752868,2020-06-05T00:00:00.000Z
1239,WOM Protocol,WOM,6905864.291261879,2020-03-17T00:00:00.000Z
1240,UNKJD,MBS,6854320.668919693,2021-12-22T01:48:42.000Z
1241,Nash,NEX,6801069.323482759,2019-04-01T00:00:00.000Z
1242,RigoBlock,GRG,6787285.6309802905,2020-07-22T00:00:00.000Z
1243,Honk,HONK,6760869.038463862,2024-01-23T14:34:06.000Z
1244,Horizon Protocol,HZN,6706483.197221812,2021-04-15T00:00:00.000Z
1245,Everton Fan Token,EFC,6687470.782220409,2021-11-24T14:03:12.000Z
1246,SpaceFalcon,FCON,6659446.528057915,2021-11-21T14:34:22.000Z
1247,MainnetZ,NetZ,6538744.166300629,2023-12-22T03:26:34.000Z
1248,Penpie,PNP,6586272.000237686,2023-06-21T07:33:15.000Z
1249,Polkadex,PDEX,6553561.66805162,2021-03-30T00:00:00.000Z
1250,PAWSWAP,PAW,6524166.96910676,2023-02-05T17:44:34.000Z
1251,Aston Villa Fan Token,AVL,6526882.272096875,2021-11-24T14:19:31.000Z
1252,Gamestarter,GAME,6483376.900303786,2021-07-12T00:00:00.000Z
1253,Bitcoin Standard Hashrate Token,BTCST,6462149.788590211,2021-03-19T00:00:00.000Z
1254,SENSO,SENSO,6422306.289535817,2020-05-04T00:00:00.000Z
1255,Props Token,PROPS,6428878.346964411,2020-07-20T00:00:00.000Z
1256,Emirex Token,EMRX,6405603.047755961,2019-09-10T00:00:00.000Z
1257,MultiVAC,MTV,6343612.691474082,2019-04-11T00:00:00.000Z
1258,Namecoin,NMC,6384311.360915702,2013-04-28T00:00:00.000Z
1259,Venus DAI,vDAI,6375249.930843751,2021-01-08T00:00:00.000Z
1260,Veloce,VEXT,6344422.558659116,2023-09-04T10:04:03.000Z
1261,ClinTex CTi,CTI,6317010.027035786,2020-12-04T00:00:00.000Z
1262,Grove Coin,GRV,6283947.272112005,2023-01-11T17:31:53.000Z
1263,Hamster,HAM,6275329.231538842,2021-06-08T00:00:00.000Z
1264,Uno Re,UNO,6260171.092931593,2021-03-18T00:00:00.000Z
1265,GNY,GNY,6186388.150580302,2019-05-14T00:00:00.000Z
1266,Blocto Token,BLT,6148673.205775824,2021-09-28T09:26:27.000Z
1267,Dust Protocol,DUST,6124622.76386385,2022-03-14T13:00:32.000Z
1268,Captain Tsubasa,TSUGT,6078946.09781258,2023-09-20T17:53:49.000Z
1269,Sinverse,SIN,6018199.166832333,2021-10-17T13:16:59.000Z
1270,UnityMeta,UMT,6012713.667837432,2023-02-02T06:00:37.000Z
1271,Pikaboss,PIKA,5996886.689418553,2023-06-01T01:48:26.000Z
1272,DogeBonk,DOBO,5970407.695575254,2021-10-19T00:31:36.000Z
1273,Retreeb,TREEB,5929777.328231076,2021-10-04T20:00:48.000Z
1274,ROCO FINANCE,ROCO,5927854.534039506,2021-10-12T09:37:16.000Z
1275,Grin,GRIN,5894988.649576769,2019-01-27T00:00:00.000Z
1276,Bytecoin,BCN,5889627.451450287,2014-06-17T00:00:00.000Z
1277,Dotmoovs,MOOV,5887855.894999551,2021-05-25T00:00:00.000Z
1278,Etherland,ELAND,5865603.099949223,2021-04-29T00:00:00.000Z
1279,Spheroid Universe,SPH,5851916.393954375,2020-08-05T00:00:00.000Z
1280,Coupon Assets,CA,5846696.173165796,2023-11-07T08:27:44.000Z
1281,IMPT,IMPT,5800968.193570518,2022-12-15T14:48:21.000Z
1282,BabySwap,BABY,5793913.733220012,2021-06-08T00:00:00.000Z
1283,Cipher,CPR,5739302.4285940565,2019-09-13T00:00:00.000Z
1284,GALAXIA,GXA,5728262.820980034,2022-07-20T09:52:31.000Z
1285,Dark Frontiers,DARK,5718379.597291609,2021-10-08T01:30:36.000Z
1286,DEFIT,DEFIT,5716683.953367847,2021-04-07T00:00:00.000Z
1287,StreamCoin,STRM,5708696.339958272,2022-01-19T08:09:40.000Z
1288,Etherisc DIP Token,DIP,5708102.566386355,2020-08-14T00:00:00.000Z
1289,Perion,PERC,5614463.443185889,2022-02-03T23:09:37.000Z
1290,QUINT,QUINT,5582342.902766167,2022-04-22T05:38:53.000Z
1291,Unification,FUND,5546326.154503445,2019-04-11T00:00:00.000Z
1292,Vai,VAI,5537563.962964346,2020-12-01T00:00:00.000Z
1293,Chainbing,CBG,5441906.1874122,2021-08-30T15:26:47.000Z
1294,Coconut Chicken,CCC,5439499.384148123,2024-01-17T07:08:34.000Z
1295,Unbound,UNB,5436008.489474455,2020-12-02T00:00:00.000Z
1296,Battle World,BWO,5429261.045787545,2022-05-31T06:30:32.000Z
1297,Orbit Chain,ORC,5461842.52034305,2020-03-16T00:00:00.000Z
1298,Meme Ai,MEMEAI,5418965.995571703,2024-01-12T15:36:45.000Z
1299,Hosky Token,HOSKY,5410867.422462837,2022-01-03T05:06:41.000Z
1300,KiboShib,KIBSHI,5396498.7422883315,2023-03-07T12:53:07.000Z
1301,Electric Vehicle Zone,EVZ,5361912.545598059,2020-08-19T00:00:00.000Z
1302,Particl,PART,5332908.897305948,2017-07-20T00:00:00.000Z
1303,Shiryo,SHIRYO,5315346.164316159,2021-11-02T03:34:29.000Z
1304,Rai Reflex Index,RAI,5253090.529321913,2021-02-19T00:00:00.000Z
1305,Mint Club,MINT,5247412.107402821,2021-07-20T00:00:00.000Z
1306,HeroesTD,HTD,5242765.098593976,2021-11-12T09:44:58.000Z
1307,Rari Governance Token,RGT,5232454.0430702,2020-10-22T00:00:00.000Z
1308,Revain,REV,5215046.7301447885,2017-11-01T00:00:00.000Z
1309,NewYork Exchange,NYE,5196758.868387617,2019-08-20T00:00:00.000Z
1310,Onooks,OOKS,5192787.241515905,2021-01-27T00:00:00.000Z
1311,GMCoin,GMCOIN,5191422.83789746,2021-11-01T07:32:44.000Z
1312,Subsocial,SUB,5189702.072847539,2020-09-02T00:00:00.000Z
1313,VIMworld,VEED,5174535.186936837,2021-08-19T00:00:00.000Z
1314,Bware,INFRA,5161927.128905527,2021-03-31T00:00:00.000Z
1315,Windoge98,EXE,5127167.037818747,2024-01-08T05:49:44.000Z
1316,PlayFuel,PLF,5026228.78939687,2019-12-30T00:00:00.000Z
1317,Exeedme,XED,5019308.809687259,2021-01-02T00:00:00.000Z
1318,Revomon,REVO,4971464.250538873,2021-04-12T00:00:00.000Z
1319,CheckDot,CDT,4953351.712905896,2021-11-15T05:18:48.000Z
1320,DeFi,DEFI,4884291.238585246,2024-01-31T10:01:58.000Z
1321,Litecoin Cash,LCC,4858675.299522483,2018-02-21T00:00:00.000Z
1322,mStable Governance Token: Meta (MTA),MTA,4835906.75351143,2020-06-28T00:00:00.000Z
1323,Crypterium,CRPT,4796723.290483744,2018-01-22T00:00:00.000Z
1324,Mettalex,MTLX,4760758.971258261,2020-09-30T00:00:00.000Z
1325,Unix Gaming,UNIX,4722372.915341941,2021-11-22T01:16:01.000Z
1326,SunContract,SNC,4694876.667076467,2017-07-06T00:00:00.000Z
1327,Plugin,PLI,4691864.770994868,2021-11-09T15:42:40.000Z
1328,Witch Token,WITCH,4684367.184289392,2021-07-21T00:00:00.000Z
1329,Prime Numbers Labs Ecosystem,PRNT,4667816.2056131605,2022-01-17T10:46:11.000Z
1330,ROOBEE,ROOBEE,4649984.940794057,2019-10-17T00:00:00.000Z
1331,Dypius [New],DYP,4604924.18089631,2020-12-23T00:00:00.000Z
1332,WeSendit,WSI,4561442.864594052,2022-07-02T16:21:19.000Z
1333,Cleo Tech,CLEO,4546173.826578716,2023-12-25T04:33:24.000Z
1334,Gorilla,GORILLA,4515851.957396383,2023-11-13T02:34:14.000Z
1335,Sheboshis,SHEB,4521887.007357352,2024-02-27T13:03:52.000Z
1336,PolkaBridge,PBR,4487189.054571692,2021-01-25T00:00:00.000Z
1337,MetaBeat,BEAT,4471322.168346672,2022-07-18T06:35:26.000Z
1338,Moneytoken,IMT,4408028.230572065,2018-08-30T00:00:00.000Z
1339,DeFrogs,DEFROGS,4396421.063196799,2024-02-07T12:49:33.000Z
1340,WeFi,WEFI,4395780.349584833,2023-05-22T09:05:40.000Z
1341,ACENT,ACE,4395744.656377577,2021-05-13T00:00:00.000Z
1342,GrabCoinClub,GC,4385800.390278852,2023-06-14T12:44:53.000Z
1343,Mirror Protocol,MIR,4383406.610689417,2020-12-04T00:00:00.000Z
1344,NerveNetwork,NVT,4368220.614048501,2020-07-27T00:00:00.000Z
1345,CONUN,CON,4374971.583792332,2019-04-17T00:00:00.000Z
1346,TomTomCoin,TOMS,4359261.842807185,2022-01-21T04:17:31.000Z
1347,Rebel Bots,RBLS,4337748.805179825,2022-02-24T10:22:46.000Z
1348,VinuChain,VC,4331869.021643875,2023-12-04T10:33:19.000Z
1349,Vesper,VSP,4330131.833243533,2021-02-17T00:00:00.000Z
1350,Dfyn Network,DFYN,4298276.544708779,2021-04-30T00:00:00.000Z
1351,BendDAO,BEND,4294069.630443691,2022-03-29T15:38:30.000Z
1352,ApeBond,ABOND,4274527.595826837,2024-01-24T06:24:38.000Z
1353,Launchblock.com,LBP,4254163.659560103,2021-12-10T04:14:42.000Z
1354,ACA Token,ACA,4230037.5353927985,2021-11-01T06:57:00.000Z
1355,Lympo,LYM,4229673.070904946,2018-03-01T00:00:00.000Z
1356,Mozaic,MOZ,4180983.2666148026,2023-05-01T10:52:10.000Z
1357,KINE,KINE,4152296.25966609,2021-03-11T00:00:00.000Z
1358,Fabwelt,WELT,4127776.2101777685,2021-11-17T09:24:37.000Z
1359,Crowny,CRWNY,4091347.7313339515,2021-04-20T00:00:00.000Z
1360,LGCY Network,LGCY,4091124.3388477694,2020-08-21T00:00:00.000Z
1361,Okratech Token,ORT,4089065.754799436,2021-12-20T04:55:50.000Z
1362,LBRY Credits,LBC,4077798.295055334,2016-07-07T00:00:00.000Z
1363,Green Ben,EBEN,4065336.3346780622,2021-11-11T19:16:57.000Z
1364,Walken,WLKN,4063041.7688878113,2022-03-14T07:59:43.000Z
1365,DOGAMÍ,DOGA,4051951.5107539687,2021-11-17T16:30:19.000Z
1366,Forj (Bondly),BONDLY,4034239.5921877204,2020-12-09T00:00:00.000Z
1367,ChainX,PCX,4024817.895046087,2019-08-01T00:00:00.000Z
1368,MARS4,MARS4,3996754.5749452696,2021-10-01T07:13:14.000Z
1369,TENT,TENT,3978273.782032088,2018-07-10T00:00:00.000Z
1370,BaaSid,BAAS,3973349.2470990582,2018-08-10T00:00:00.000Z
1371,DSLA Protocol,DSLA,3973390.1308697243,2020-04-09T00:00:00.000Z
1372,Renewable Energy,RET,3955403.8862129375,2022-05-07T11:33:25.000Z
1373,Polkamarkets,POLK,3951480.4559737826,2021-02-24T00:00:00.000Z
1374,Ignis,IGNIS,3950012.344875094,2017-12-13T00:00:00.000Z
1375,ETHAX,ETHAX,3948639.765279403,2022-05-11T11:49:40.000Z
1376,Morpheus Labs,MITX,3928657.383811245,2018-05-04T00:00:00.000Z
1377,Epic Cash,EPIC,3914800.7451614384,2020-04-12T00:00:00.000Z
1378,Biometric Financial,BIOFI,3882000.8626401834,2022-05-03T04:01:40.000Z
1379,Heroes Chained,HEC,3863136.124297912,2022-01-19T06:34:02.000Z
1380,OpenDAO,SOS,3860225.002639003,2021-12-24T11:16:54.000Z
1381,Calamari Network,KMA,3834399.728930307,2021-11-29T12:11:37.000Z
1382,GameCredits,GAME,3832097.45598134,2014-09-01T00:00:00.000Z
1383,myDID,SYL,3818688.735386738,2021-04-08T00:00:00.000Z
1384,EGO,EGO,3815440.295371575,2022-08-22T11:30:51.000Z
1385,Cashaa,CAS,3812803.0274478695,2018-02-15T00:00:00.000Z
1386,Xaya,CHI,3812724.3269988834,2020-05-05T00:00:00.000Z
1387,Alfa Romeo Racing ORLEN Fan Token,SAUBER,3774222.547907388,2021-07-08T00:00:00.000Z
1388,Neighbourhoods,NHT,3772827.4586443906,2021-12-28T10:31:08.000Z
1389,Meta Apes,PEEL,3770356.9141552825,2022-07-17T19:30:37.000Z
1390,AmonD,AMON,3753869.2689688,2019-09-28T00:00:00.000Z
1391,JetTon Game,JETTON,3751205.528005573,2023-08-25T05:00:01.000Z
1392,SpiritSwap,SPIRIT,3749120.3860746482,2021-06-02T00:00:00.000Z
1393,HyperCash,HC,3774477.8089430877,2017-08-20T00:00:00.000Z
1394,BOLT,BOLT,3642525.3499727305,2019-04-05T00:00:00.000Z
1395,Samsunspor Fan Token,SAM,3712790.099141354,2021-11-08T03:07:53.000Z
1396,Polkacity,POLC,3707516.874822684,2021-02-22T00:00:00.000Z
1397,PEAKDEFI,PEAK,3707195.1976044923,2020-03-23T00:00:00.000Z
1398,FEAR,FEAR,3701648.8642764594,2021-05-17T00:00:00.000Z
1399,Kryptomon,KMON,3699780.4208618533,2021-08-17T00:00:00.000Z
1400,Strips Finance,STRP,3704718.9745155037,2021-09-13T10:19:03.000Z
1401,Experimental Finance,EXFI,3692242.2015602184,2022-01-06T06:14:32.000Z
1402,v.systems,VSYS,3684333.4779813834,2019-03-05T00:00:00.000Z
1403,Bitune,TUNE,3648864.791210738,2021-02-27T00:00:00.000Z
1404,Castle of Blackwater,COBE,3629340.9783167904,2024-03-20T10:51:37.000Z
1405,Pickle Finance,PICKLE,3629526.361236702,2020-09-12T00:00:00.000Z
1406,NFTb,NFTB,3605830.5364509914,2021-05-03T00:00:00.000Z
1407,Lattice Token,LTX,3605606.15808594,2020-11-09T00:00:00.000Z
1408,Efforce,WOZX,3538883.285015392,2020-12-07T00:00:00.000Z
1409,Venus SXP,vSXP,3520617.037244625,2020-12-11T00:00:00.000Z
1410,Carbon Credit,CCT,3514570.2650034428,2022-03-29T10:23:35.000Z
1411,Standard,STND,3507379.2433120105,2021-04-15T00:00:00.000Z
1412,Base Protocol,BASE,3496020.1002055327,2020-12-02T00:00:00.000Z
1413,Drep [new],DREP,3482626.331497236,2021-04-07T00:00:00.000Z
1414,Juggernaut,JGN,3488132.5718350727,2020-09-08T00:00:00.000Z
1415,Scotty Beam,SCOTTY,3475989.002991086,2021-11-05T08:59:18.000Z
1416,DEVAI,0XDEV,3466907.5598162627,2023-12-05T08:24:34.000Z
1417,TriumphX,TRIX,3460600.016870827,2020-08-31T00:00:00.000Z
1418,CropBytes,CBX,3457247.9380217623,2021-10-27T07:19:19.000Z
1419,Vertcoin,VTC,3447402.880317038,2014-01-20T00:00:00.000Z
1420,SafeCoin,SAFE,3404910.229857778,2019-03-18T00:00:00.000Z
1421,Aimedis (new),AIMX,3398698.179501242,2023-02-28T05:29:24.000Z
1422,DxChain Token,DX,3388587.1628301307,2018-08-10T00:00:00.000Z
1423,ADAMANT Messenger,ADM,3350093.7062559295,2019-01-17T00:00:00.000Z
1424,Grape,GRP,3322507.4768190295,2023-07-27T22:53:49.000Z
1425,Kylin,KYL,3308777.356956546,2021-03-06T00:00:00.000Z
1426,TopGoal,GOAL,3302197.8257370386,2021-08-09T00:00:00.000Z
1427,Djed,DJED,3300727.285687669,2022-08-31T06:27:26.000Z
1428,ASTA,ASTA,3297491.6996797025,2020-08-07T00:00:00.000Z
1429,Satoshi Island,STC,3294834.681425073,2022-08-22T13:32:57.000Z
1430,SHILL Token,SHILL,3281278.417051505,2021-06-16T00:00:00.000Z
1431,Wecan Group,WECAN,3263411.3978567477,2023-12-21T13:12:01.000Z
1432,BTSE Token,BTSE,3242137.108700247,2020-03-12T00:00:00.000Z
1433,VisionGame,VISION,3237723.473616062,2022-02-24T03:45:43.000Z
1434,Minu,MINU,3227351.0929447357,2024-01-19T09:32:33.000Z
1435,Dreams Quest,DREAMS,3217357.421240217,2021-09-09T01:39:30.000Z
1436,yAxis,YAXIS,3213348.7753193937,2020-09-29T00:00:00.000Z
1437,RealFevr,FEVR,3211136.65177381,2021-07-09T00:00:00.000Z
1438,AXIS Token,AXIS,3204384.5709974663,2021-03-17T00:00:00.000Z
1439,saffron.finance,SFI,3194135.5293620415,2020-11-09T00:00:00.000Z
1440,BullPerks,BLP,3196806.687937828,2021-06-08T00:00:00.000Z
1441,Mysterium,MYST,3196337.1976871574,2017-06-14T00:00:00.000Z
1442,Baanx,BXX,3183365.1341808597,2021-07-19T00:00:00.000Z
1443,Vabble,VAB,3180417.531883136,2021-08-05T00:00:00.000Z
1444,REKT,$REKT,3177950.553653171,2023-10-19T14:00:30.000Z
1445,MOVEZ,MOVEZ,3176386.2417274993,2022-06-09T17:19:07.000Z
1446,Sakai Vault,SAKAI,3146351.7725794315,2023-02-20T11:09:53.000Z
1447,DEEPSPACE,DPS,3172870.728067593,2021-08-27T07:45:24.000Z
1448,MetaTrace,TRC,3166801.8293080726,2023-09-08T05:38:49.000Z
1449,Venus DOT,vDOT,3141579.878143337,2020-12-14T00:00:00.000Z
1450,DAFI Protocol,DAFI,3129741.3095101463,2021-03-18T00:00:00.000Z
1451,Crypton,CRP,3108953.4205278815,2020-09-03T00:00:00.000Z
